date,new_cases
2022-04-16,219.0
2022-04-17,192.0
2022-04-18,168.0
2022-04-19,151.0
2022-04-20,352.0
2022-04-21,127.0
2022-04-22,222.0
2022-04-23,198.0
2022-04-24,198.0
2022-04-25,174.0
2022-04-26,118.0
2022-04-27,191.0
2022-04-28,186.0
2022-04-29,180.0
2022-04-30,227.0
2022-05-01,249.0
2022-05-02,182.0
2022-05-03,132.0
2022-05-04,157.0
2022-05-05,167.0
2022-05-06,143.0
2022-05-07,173.0
2022-05-08,148.0
2022-05-09,176.0
2022-05-10,121.0
2022-05-11,107.0
2022-05-12,137.0
2022-05-13,169.0
2022-05-14,166.0
2022-05-15,200.0
2022-05-16,154.0
2022-05-17,108.0
2022-05-18,102.0
2022-05-19,187.0
2022-05-20,209.0
2022-05-21,243.0
2022-05-22,185.0
2022-05-23,184.0
2022-05-24,145.0
2022-05-25,170.0
2022-05-26,194.0
2022-05-27,202.0
2022-05-28,193.0
