date,actual_y_test,predictions
2021-07-22,11.6453047345017,23.365131
2021-07-23,16.766936960502225,38.462185
2021-07-24,15.694480774261052,33.02581
2021-07-25,9.400993983782367,18.026512
2021-07-26,15.38059115877583,17.370453
2021-07-27,7.507193303688203,14.921059
2021-07-28,5.582003662045514,36.5758
2021-07-29,13.654198273607117,31.671715
2021-07-30,26.005754642950563,66.119965
2021-07-31,26.643996861103844,34.68319
2021-08-01,29.72534658645043,23.671448
2021-08-02,26.696311797018048,24.92242
2021-08-03,20.03138896154852,29.70428
2021-08-04,22.422181532827626,28.078344
2021-08-05,26.53936698927544,21.187223
2021-08-06,39.40360973057808,24.472345
2021-08-07,41.43342924404918,24.250502
2021-08-08,34.438922312320166,13.75637
2021-08-09,30.515302118754903,18.869247
2021-08-10,28.6895108553492,17.564331
2021-08-11,46.56029296364112,20.197556
2021-08-12,48.637195919435,23.168056
2021-08-13,52.4666492283547,25.50853
2021-08-14,58.08527334554015,18.953505
2021-08-15,60.664399686110386,16.21923
2021-08-16,59.90583311535443,24.99368
2021-08-17,36.26994506931729,19.861366
2021-08-18,41.710698404394456,48.831577
2021-08-19,61.360188333769294,82.63005
2021-08-20,73.38739210044467,107.268936
2021-08-21,70.58331153544337,31.354065
2021-08-22,67.43918388699974,34.71783
2021-08-23,79.2309704420612,23.365131
2021-08-24,46.73816374574941,0.45724905
2021-08-25,54.67433952393408,23.15767
2021-08-26,68.75752027203767,31.331142
2021-08-27,74.6534135495684,29.994246
2021-08-28,84.87575202720377,19.429619
2021-08-29,80.2301857180225,9.691398
2021-08-30,100.0,29.70428
2021-08-31,56.01360188333769,27.409672
