date,actual_y_test,predictions
2020-11-21,14.5760336370007,13.264813
2020-11-22,17.939733707077785,14.103754
2020-11-23,15.101611772950246,20.477365
2020-11-24,3.0133146461107216,6.5734587
2020-11-25,4.5199719691660825,9.2453
2020-11-26,7.708479327259986,6.018768
2020-11-27,11.720392431674842,12.782201
2020-11-28,16.503153468815697,15.213925
2020-11-29,19.533987386124736,20.851307
2020-11-30,14.138051857042749,16.211332
2020-12-01,6.271899088997897,10.208714
2020-12-02,8.409250175192712,12.899661
2020-12-03,2.312543798177996,13.891285
2020-12-04,0.0,13.495036
